TestA_ST_5
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000175,0.000107,0.000132,0.000208,0.000183,0.000120,0.000196,0.000175,
0.000170,0.000107,0.000108,0.000111,0.000106,0.000107,0.000107,0.000106,
0.000243,0.000120,0.000130,0.000107,0.000108,0.000128,0.000185,0.000125,
0.000184,0.000110,0.000206,0.000151,0.000192,0.000111,0.000126,0.000109,
0.000174,0.000111,0.000107,0.000107,0.000107,0.000112,0.000108,0.000105,
0.000266,0.000157,0.000134,0.000210,0.000173,0.000176,0.000166,0.000108,
0.000248,0.000128,0.000109,0.000363,0.000121,0.000120,0.000203,0.000247,
0.000168,0.000108,0.000158,0.000156,0.000128,0.000168,0.000108,0.000144,
0.000164,0.000107,0.000149,0.000145,0.000107,0.000108,0.000108,0.000105,
0.000282,0.000143,0.000117,0.000127,0.000106,0.000106,0.000107,0.000209,
0.000248,0.000152,0.000107,0.000108,0.000190,0.000107,0.000147,0.000108,
0.000163,0.000147,0.000108,0.000111,0.000108,0.000107,0.000107,0.000149,
0.000280,0.000127,0.000107,0.000212,0.000113,0.000168,0.000162,0.000179,
0.000207,0.000107,0.000107,0.000145,0.000106,0.000109,0.000106,0.000105,
0.000167,0.000108,0.000191,0.000192,0.000205,0.000204,0.000109,0.000108,
0.000167,0.000111,0.000131,0.000111,0.000110,0.000110,0.000149,0.000109,
0.000166,0.000108,0.000107,0.000107,0.000206,0.000136,0.000128,0.000107,
0.000168,0.000107,0.000108,0.000107,0.000126,0.000107,0.000107,0.000106,
0.000177,0.000170,0.000194,0.000175,0.000160,0.000156,0.000141,0.000190,
0.000288,0.000131,0.000136,0.000176,0.000164,0.000119,0.000156,0.000156,
0.000352,0.000132,0.000147,0.000141,0.000131,0.000142,0.000175,0.000124,
0.000154,0.000149,0.000107,0.000109,0.000107,0.000147,0.000128,0.000170,
0.000130,0.000109,0.000110,0.000144,0.000109,0.000148,0.000132,0.000220,
0.000130,0.000113,0.000109,0.000110,0.000109,0.000109,0.000109,0.000109,
0.000127,0.000183,0.000106,0.000107,0.000204,0.000106,0.000107,0.000127,
0.000130,0.000152,0.000111,0.000110,0.000110,0.000110,0.000109,0.000109,
0.000189,0.000148,0.000147,0.000132,0.000114,0.000149,0.000134,0.000191,
0.000192,0.000116,0.000115,0.000118,0.000134,0.000172,0.000216,0.000132,
0.000187,0.000111,0.000113,0.000111,0.000156,0.000111,0.000111,0.000110,
0.000231,0.000157,0.000153,0.000134,0.000120,0.000113,0.000130,0.000253,
0.000138,0.000112,0.000110,0.000110,0.000149,0.000111,0.000243,0.000214,
0.000234,0.000167,0.000117,0.000129,0.000141,0.000177,0.000151,0.000136,
0.000198,0.000110,0.000113,0.000111,0.000109,0.000149,0.000188,0.000113,
0.000134,0.000109,0.000110,0.000192,0.000130,0.000187,0.000136,0.000140,
0.000122,0.000107,0.000106,0.000106,0.000105,0.000107,0.000106,0.000105,
0.000167,0.000133,0.000118,0.000159,0.000184,0.000117,0.000188,0.000197,
0.000125,0.000111,0.000109,0.000110,0.000116,0.000109,0.000110,0.000109,
0.000704,0.000161,0.000150,0.000144,0.000182,0.000194,0.000197,0.000204,
0.000184,0.000132,0.000231,0.000137,0.000400,0.000166,0.000198,0.000152,
0.000185,0.000136,0.000140,0.000141,0.000136,0.000143,0.000139,0.000136,
0.000189,0.000136,0.000137,0.000134,0.000134,0.000135,0.000141,0.000135,
0.000147,0.000113,0.000114,0.000137,0.000202,0.000144,0.000160,0.000147,
0.000273,0.000189,0.000249,0.000190,0.000143,0.000165,0.000184,0.000160,
0.000125,0.000127,0.000109,0.000109,0.000147,0.000109,0.000109,0.000109,
0.000122,0.000105,0.000106,0.000124,0.000105,0.000106,0.000145,0.000105,
0.000212,0.000236,0.000141,0.000195,0.000155,0.000201,0.000226,0.000164,
0.000162,0.000186,0.000134,0.000187,0.000273,0.000109,0.000146,0.000141,
0.000183,0.000239,0.000162,0.000234,0.000172,0.000230,0.000153,0.000132,
0.000155,0.000198,0.000130,0.000127,0.000111,0.000149,0.000111,0.000183,
0.000244,0.000106,0.000125,0.000158,0.000166,0.000106,0.000179,0.000156,
0.000126,0.000110,0.000109,0.000110,0.000109,0.000130,0.000111,0.000109,
0.000131,0.000109,0.000110,0.000151,0.000207,0.000154,0.000208,0.000116,
0.000125,0.000112,0.000110,0.000110,0.000109,0.000111,0.000109,0.000109,
0.000216,0.000111,0.000109,0.000148,0.000195,0.000130,0.000110,0.000109,
0.000276,0.000129,0.000180,0.000133,0.000286,0.000270,0.000184,0.000106,
0.000251,0.000137,0.000107,0.000107,0.000106,0.000106,0.000107,0.000134,
0.000122,0.000108,0.000106,0.000107,0.000105,0.000107,0.000106,0.000105,
0.000300,0.000106,0.000107,0.000264,0.000148,0.000146,0.000106,0.000188,
0.000127,0.000106,0.000106,0.000107,0.000162,0.000106,0.000106,0.000107,
0.000121,0.000106,0.000106,0.000107,0.000105,0.000106,0.000106,0.000105,
0.000121,0.000107,0.000106,0.000165,0.000256,0.000106,0.000106,0.000149,
