TestA_MT_3
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000123,0.000111,0.000109,0.000110,0.000167,0.000109,0.000110,0.000109,
0.000221,0.000112,0.000346,0.000264,0.000105,0.000106,0.000137,0.000220,
0.000122,0.000105,0.000145,0.000164,0.000107,0.000110,0.000106,0.000105,
0.000125,0.000109,0.000122,0.000110,0.000109,0.000109,0.000115,0.000109,
0.000125,0.000145,0.000166,0.000132,0.000128,0.000109,0.000110,0.000109,
0.000121,0.000106,0.000107,0.000107,0.000108,0.000106,0.000147,0.000357,
0.000121,0.000105,0.000107,0.000106,0.000105,0.000105,0.000162,0.000202,
0.000126,0.000192,0.000187,0.000221,0.000109,0.000133,0.000115,0.000109,
0.000125,0.000265,0.000235,0.000111,0.000109,0.000109,0.000109,0.000178,
0.000134,0.000109,0.000111,0.000110,0.000109,0.000109,0.000154,0.000318,
0.000212,0.000126,0.000110,0.000244,0.000235,0.000222,0.000182,0.000185,
0.000124,0.000109,0.000152,0.000110,0.000108,0.000149,0.000110,0.000109,
0.000125,0.000109,0.000111,0.000110,0.000109,0.000109,0.000110,0.000108,
0.000123,0.000116,0.000109,0.000163,0.000109,0.000112,0.000111,0.000109,
0.000124,0.000106,0.000146,0.000108,0.000105,0.000106,0.000106,0.000105,
0.000122,0.000107,0.000145,0.000107,0.000105,0.000106,0.000106,0.000105,
0.000124,0.000109,0.000110,0.000110,0.000109,0.000109,0.000109,0.000109,
0.000124,0.000109,0.000111,0.000110,0.000109,0.000109,0.000109,0.000108,
