TestA_ST_8
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000151,0.000111,0.000112,0.000112,0.000111,0.000111,0.000112,0.000111,
0.000224,0.000222,0.000167,0.000177,0.000175,0.000178,0.000179,0.000173,
0.000148,0.000111,0.000111,0.000112,0.000146,0.000111,0.000111,0.000112,
0.000179,0.000153,0.000115,0.000201,0.000209,0.000136,0.000129,0.000127,
0.000324,0.000156,0.000154,0.000147,0.000178,0.000146,0.000146,0.000124,
0.000124,0.000111,0.000111,0.000117,0.000111,0.000164,0.000222,0.000126,
0.000126,0.000112,0.000112,0.000111,0.000111,0.000111,0.000111,0.000111,
0.000149,0.000113,0.000111,0.000113,0.000110,0.000124,0.000111,0.000110,
0.000190,0.000112,0.000116,0.000120,0.000113,0.000113,0.000113,0.000162,
0.000124,0.000107,0.000108,0.000108,0.000129,0.000108,0.000108,0.000107,
0.000125,0.000112,0.000111,0.000112,0.000111,0.000112,0.000112,0.000111,
0.000126,0.000111,0.000113,0.000112,0.000111,0.000168,0.000112,0.000171,
0.000160,0.000132,0.000235,0.000228,0.000130,0.000108,0.000108,0.000107,
0.000156,0.000109,0.000109,0.000109,0.000111,0.000110,0.000109,0.000107,
0.000122,0.000109,0.000108,0.000108,0.000107,0.000108,0.000108,0.000107,
0.000123,0.000108,0.000108,0.000108,0.000107,0.000146,0.000108,0.000107,
0.000133,0.000112,0.000112,0.000111,0.000111,0.000113,0.000111,0.000111,
0.000127,0.000167,0.000143,0.000131,0.000191,0.000222,0.000169,0.000257,
0.000227,0.000160,0.000230,0.000113,0.000158,0.000184,0.000111,0.000125,
0.000152,0.000112,0.000112,0.000112,0.000110,0.000112,0.000127,0.000111,
0.000138,0.000111,0.000111,0.000112,0.000111,0.000155,0.000112,0.000111,
0.000162,0.000108,0.000108,0.000147,0.000147,0.000145,0.000108,0.000107,
0.000128,0.000151,0.000111,0.000112,0.000111,0.000112,0.000111,0.000111,
0.000193,0.000127,0.000125,0.000116,0.000110,0.000107,0.000108,0.000107,
0.000195,0.000150,0.000191,0.000122,0.000137,0.000135,0.000119,0.000135,
0.000217,0.000142,0.000112,0.000170,0.000191,0.000203,0.000112,0.000111,
0.000127,0.000111,0.000123,0.000110,0.000107,0.000187,0.000168,0.000152,
0.000127,0.000111,0.000111,0.000154,0.000113,0.000112,0.000166,0.000163,
0.000230,0.000156,0.000108,0.000129,0.000188,0.000186,0.000108,0.000109,
0.000123,0.000109,0.000108,0.000108,0.000107,0.000145,0.000108,0.000107,
0.000131,0.000107,0.000109,0.000108,0.000107,0.000108,0.000121,0.000107,
0.000124,0.000107,0.000108,0.000108,0.000107,0.000111,0.000128,0.000147,
0.000122,0.000107,0.000108,0.000109,0.000107,0.000107,0.000108,0.000148,
