TestA_ST_9
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000125,0.000109,0.000111,0.000110,0.000109,0.000109,0.000109,0.000109,
0.000125,0.000112,0.000110,0.000110,0.000124,0.000107,0.000145,0.000108,
0.000127,0.000109,0.000110,0.000111,0.000109,0.000109,0.000109,0.000110,
0.000126,0.000253,0.000203,0.000212,0.000148,0.000122,0.000130,0.000188,
0.000195,0.000146,0.000132,0.000152,0.000129,0.000111,0.000110,0.000110,
0.000198,0.000112,0.000113,0.000377,0.000110,0.000130,0.000111,0.000109,
0.000176,0.000141,0.000139,0.000151,0.000154,0.000230,0.000198,0.000163,
0.000130,0.000142,0.000110,0.000112,0.000109,0.000113,0.000111,0.000147,
0.000147,0.000154,0.000131,0.000149,0.000226,0.000193,0.000112,0.000204,
0.000232,0.000118,0.000167,0.000133,0.000115,0.000122,0.000171,0.000110,
0.000284,0.000137,0.000141,0.000150,0.000149,0.000230,0.000184,0.000146,
0.000236,0.000128,0.000111,0.000111,0.000168,0.000139,0.000145,0.000203,
0.000129,0.000192,0.000110,0.000131,0.000167,0.000109,0.000111,0.000152,
0.000126,0.000109,0.000109,0.000151,0.000261,0.000149,0.000196,0.000128,
0.000164,0.000111,0.000112,0.000112,0.000112,0.000110,0.000110,0.000110,
0.000126,0.000109,0.000110,0.000110,0.000125,0.000109,0.000110,0.000109,
0.000189,0.000151,0.000109,0.000111,0.000109,0.000109,0.000109,0.000109,
0.000135,0.000109,0.000109,0.000111,0.000109,0.000110,0.000111,0.000109,
0.000122,0.000105,0.000106,0.000108,0.000105,0.000106,0.000106,0.000225,
0.000218,0.000162,0.000116,0.000161,0.000176,0.000162,0.000230,0.000123,
0.000239,0.000126,0.000173,0.000120,0.000137,0.000136,0.000189,0.000123,
0.000126,0.000109,0.000152,0.000110,0.000109,0.000109,0.000124,0.000111,
0.000122,0.000111,0.000110,0.000111,0.000109,0.000128,0.000110,0.000109,
0.000219,0.000159,0.000155,0.000113,0.000171,0.000111,0.000148,0.000109,
0.000123,0.000109,0.000110,0.000110,0.000109,0.000109,0.000111,0.000109,
0.000201,0.000130,0.000109,0.000110,0.000109,0.000149,0.000181,0.000128,
0.000125,0.000109,0.000132,0.000164,0.000168,0.000154,0.000151,0.000133,
0.000176,0.000162,0.000164,0.000111,0.000114,0.000109,0.000111,0.000109,
0.000124,0.000106,0.000145,0.000107,0.000105,0.000252,0.000106,0.000143,
0.000126,0.000109,0.000136,0.000145,0.000110,0.000134,0.000184,0.000111,
