TestA_ST_1
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000211,0.000107,0.000107,0.000107,0.000193,0.000198,0.000268,0.000106,
0.000157,0.000107,0.000108,0.000107,0.000107,0.000106,0.000191,0.000143,
0.000234,0.000275,0.000200,0.000133,0.000146,0.000170,0.000106,0.000105,
0.000333,0.000107,0.000107,0.000106,0.000196,0.000145,0.000109,0.000231,
0.000327,0.000130,0.000107,0.000107,0.000106,0.000168,0.000245,0.000109,
0.000171,0.000133,0.000227,0.000185,0.000109,0.000149,0.000188,0.000110,
0.000232,0.000110,0.000110,0.000110,0.000109,0.000111,0.000124,0.000109,
0.000158,0.000120,0.000106,0.000107,0.000107,0.000109,0.000107,0.000106,
0.000289,0.000139,0.000108,0.000683,0.000124,0.000167,0.000150,0.000106,
0.000612,0.000171,0.000129,0.000148,0.000378,0.000150,0.000107,0.000105,
0.000169,0.000115,0.000206,0.000111,0.000111,0.000175,0.000110,0.000108,
0.000160,0.000106,0.000107,0.000144,0.000131,0.000186,0.000169,0.000107,
0.000275,0.000131,0.000131,0.000158,0.000133,0.000122,0.000164,0.000156,
0.000177,0.000173,0.000111,0.000112,0.000127,0.000110,0.000110,0.000110,
0.000164,0.000105,0.000146,0.000107,0.000106,0.000107,0.000181,0.000106,
0.000227,0.000117,0.000135,0.000160,0.000139,0.000111,0.000113,0.000120,
0.000154,0.000106,0.000107,0.000107,0.000107,0.000106,0.000107,0.000106,
0.000207,0.000107,0.000107,0.000238,0.000128,0.000110,0.000152,0.000172,
0.000184,0.000119,0.000109,0.000111,0.000169,0.000117,0.000111,0.000110,
0.000162,0.000114,0.000107,0.000108,0.000106,0.000107,0.000107,0.000107,
0.000161,0.000106,0.000111,0.000107,0.000107,0.000107,0.000107,0.000106,
0.000249,0.000108,0.000108,0.000107,0.000149,0.000250,0.000169,0.000207,
0.000258,0.000168,0.000179,0.000168,0.000125,0.000111,0.000115,0.000112,
0.000213,0.000136,0.000136,0.000137,0.000136,0.000141,0.000135,0.000135,
0.000204,0.000106,0.000107,0.000140,0.000107,0.000107,0.000108,0.000150,
